,Unnamed: 0,YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STATEFIP,COUNTYFIP,STRATA,GQ,PERNUM,PERWT,SEX,AGE,EDUC,EDUCD,EMPSTAT,EMPSTATD,INCTOT,unemployed
10639691,10639691,2019,201901,93184,2019000070464.0,108.0,2019000931841,6,1.0,10206,1,1,108.0,2,41,11,114,1,10,75000,0
8358050,8358050,2015,201501,450594,1238692.0,51.0,2015004505941,17,0.0,250117,1,1,51.0,1,67,10,101,3,30,22000,0
2451892,2451892,2007,200701,564349,249453.0,57.0,2007005643491,24,0.0,150024,1,1,56.0,1,52,10,101,1,10,96500,0
1862480,1862480,2007,200701,292611,584713.0,71.0,2007002926111,12,99.0,350612,1,2,85.0,1,80,6,65,3,30,20300,0
10902830,10902830,2019,201901,191227,2019001092908.0,112.0,2019001912271,6,13.0,130206,1,1,113.0,2,55,11,115,1,10,35000,0
12366569,12366569,2019,201901,848257,2019000025593.0,99.0,2019008482571,36,81.0,411136,1,3,135.0,1,33,6,63,1,10,100000,0
7892960,7892960,2015,201501,243567,514463.0,108.0,2015002435671,9,9.0,90609,1,2,75.0,2,29,8,81,1,10,35000,0
12468689,12468689,2019,201901,889903,2019000795645.0,110.0,2019008899031,36,29.0,120736,1,1,109.0,2,95,6,63,3,30,18010,0
11324389,11324389,2019,201901,378522,2019000291206.0,37.0,2019003785221,13,0.0,20013,1,2,79.0,2,66,6,63,3,30,17000,0
9039253,9039253,2015,201501,757653,181901.0,76.0,2015007576531,33,0.0,100033,1,1,76.0,2,52,11,114,1,12,4700,0
12945215,12945215,2019,201901,1105969,2019000873715.0,128.0,2019011059691,42,43.0,240142,1,1,128.0,2,57,7,71,1,10,68040,0
13270116,13270116,2019,201901,1251111,2019000702608.0,124.0,2019012511111,48,201.0,463248,1,3,81.0,1,20,7,71,3,30,0,0
1952217,1952217,2007,200701,336820,1247809.0,186.0,2007003368201,12,33.0,10212,1,2,181.0,2,47,6,62,1,12,13000,0
10251528,10251528,2015,201501,1287966,740068.0,84.0,2015012879661,51,810.0,5116751,1,3,102.0,1,17,5,50,3,30,0,0
9647287,9647287,2015,201501,1026152,1212770.0,49.0,2015010261521,41,39.0,70341,1,1,49.0,2,48,11,114,1,10,71001,0
11462555,11462555,2019,201901,438652,2019000290176.0,26.0,2019004386521,17,0.0,10417,1,2,23.0,1,57,6,63,1,10,50000,0
8422974,8422974,2015,201501,479472,952954.0,209.0,2015004794721,18,0.0,180318,1,1,209.0,1,53,10,101,1,10,104000,0
11788361,11788361,2019,201901,584942,2019001152508.0,26.0,2019005849421,23,0.0,50023,1,1,26.0,1,67,6,65,3,30,28000,0
1777807,1777807,2007,200701,250444,1257890.0,24.0,2007002504441,10,3.0,10410,1,1,23.0,2,64,10,101,1,10,54000,0
13505630,13505630,2019,201901,1347369,2019001055218.0,61.0,2019013473691,51,0.0,5112051,1,1,61.0,2,35,10,101,1,10,70000,0
4841586,4841586,2011,201101,273464,241693.0,25.0,2011002734641,12,57.0,270212,1,3,18.0,1,17,5,50,3,30,5200,0
8798201,8798201,2015,201501,649687,941545.0,29.0,2015006496871,26,0.0,10026,1,3,51.0,1,16,3,30,1,10,1800,0
10275436,10275436,2015,201501,1298563,1167198.0,80.0,2015012985631,51,0.0,5112051,1,5,82.0,2,18,5,50,1,12,1000,0
9743512,9743512,2015,201501,1070203,1042965.0,148.0,2015010702031,42,43.0,240242,1,1,148.0,2,24,8,81,1,10,44000,0
6396020,6396020,2011,201101,966855,817003.0,352.0,2011009668551,39,139.0,200039,1,1,352.0,1,55,2,26,1,10,50000,0
3008960,3008960,2007,200701,819535,245598.0,111.0,2007008195351,36,0.0,350336,1,2,107.0,2,41,10,101,3,30,0,0
3986336,3986336,2007,200701,1266523,362834.0,130.0,2007012665231,51,0.0,190051,1,1,130.0,2,24,7,71,1,10,13900,0
1517857,1517857,2007,200701,140006,707714.0,75.0,2007001400061,6,59.0,760206,1,6,68.0,2,17,5,50,3,30,0,0
5128308,5128308,2011,201101,401678,20746.0,118.0,2011004016781,17,31.0,350117,4,1,118.0,2,19,7,71,1,10,2700,0
5970239,5970239,2011,201101,777683,793875.0,129.0,2011007776831,34,29.0,120134,1,1,129.0,1,69,6,64,3,30,76900,0
2366323,2366323,2007,200701,523085,724777.0,380.0,2007005230851,21,0.0,90021,1,1,395.0,2,35,6,62,3,30,9100,0
4667085,4667085,2011,201101,196277,1333890.0,6.0,2011001962771,6,0.0,180006,1,1,7.0,1,80,1,17,3,30,19700,0
8923080,8923080,2015,201501,705378,76985.0,99.0,2015007053781,29,95.0,100329,1,1,100.0,1,36,10,101,1,10,60000,0
7401963,7401963,2015,201501,44524,1040893.0,20.0,2015000445241,4,5.0,40004,1,6,18.0,2,17,4,40,1,10,560,0
9202311,9202311,2015,201501,827320,346154.0,61.0,2015008273201,36,59.0,320736,1,1,61.0,2,60,6,61,3,30,16000,0
6836308,6836308,2011,201101,1166475,298643.0,179.0,2011011664751,48,201.0,460748,1,2,98.0,2,43,5,50,1,10,18000,0
10372838,10372838,2015,201501,1341075,562714.0,345.0,2015013410751,54,0.0,40054,1,2,291.0,2,77,6,63,3,30,8700,0
13050983,13050983,2019,201901,1153933,2019001372886.0,97.0,2019011539331,45,0.0,120245,1,5,118.0,2,15,3,30,0,0,0,0
10695005,10695005,2019,201901,113781,2019000283176.0,281.0,2019001137811,6,37.0,373706,1,2,470.0,2,60,2,23,3,30,14300,0
1892185,1892185,2007,200701,307229,804297.0,233.0,2007003072291,12,99.0,350712,1,2,246.0,2,37,10,101,1,10,45000,0
6708584,6708584,2011,201101,1109819,1291057.0,97.0,2011011098191,45,45.0,20245,1,1,96.0,1,64,8,81,3,30,20200,0
3103489,3103489,2007,200701,862637,938619.0,76.0,2007008626371,36,5.0,370436,1,2,58.0,2,54,10,101,3,30,0,0
4090483,4090483,2007,200701,1313635,1006224.0,119.0,2007013136351,53,33.0,200153,1,1,120.0,1,58,11,114,1,10,90030,0
1747247,1747247,2007,200701,236579,487037.0,72.0,2007002365791,9,3.0,40009,1,1,72.0,1,49,6,62,1,10,40000,0
8645347,8645347,2015,201501,580730,923453.0,58.0,2015005807301,24,510.0,80424,1,2,65.0,2,66,11,114,1,10,103000,0
10924042,10924042,2019,201901,199203,2019001176418.0,34.0,2019001992031,6,85.0,850406,1,1,34.0,1,64,11,114,3,30,40000,0
10594795,10594795,2019,201901,65692,2019000892645.0,37.0,2019000656921,5,0.0,180005,1,1,37.0,1,72,7,71,3,30,13790,0
11764481,11764481,2019,201901,573879,2019000986796.0,54.0,2019005738791,22,0.0,60022,1,3,137.0,2,23,6,63,2,20,0,1
10215804,10215804,2015,201501,1272146,88446.0,93.0,2015012721461,51,107.0,1070151,1,1,93.0,1,65,11,114,1,10,245200,0
1419246,1419246,2007,200701,99769,317206.0,70.0,2007000997691,6,37.0,541606,1,1,70.0,2,35,10,101,1,10,70000,0
12392499,12392499,2019,201901,858883,2019000222773.0,47.0,2019008588831,36,0.0,70336,1,2,53.0,1,51,10,101,1,10,168000,0
9005759,9005759,2015,201501,743245,1129913.0,156.0,2015007432451,31,0.0,60031,1,2,150.0,2,58,10,101,1,10,35000,0
10465618,10465618,2019,201901,8775,2019000441463.0,155.0,2019000087751,1,117.0,120001,1,1,155.0,1,60,6,63,1,10,52400,0
11730926,11730926,2019,201901,558007,2019001334905.0,114.0,2019005580071,21,0.0,80021,1,2,103.0,2,66,6,63,3,30,9600,0
3598399,3598399,2007,200701,1094655,313023.0,71.0,2007010946551,45,0.0,160045,1,2,72.0,1,49,6,62,1,10,95000,0
11532524,11532524,2019,201901,468238,2019001115491.0,11.0,2019004682381,17,0.0,100117,1,1,10.0,2,63,11,114,1,10,75000,0
5243176,5243176,2011,201101,451871,1375389.0,61.0,2011004518711,17,0.0,90017,1,1,61.0,1,24,10,101,1,12,22500,0
6834881,6834881,2011,201101,1165894,289174.0,28.0,2011011658941,48,0.0,180048,1,5,14.0,2,28,3,30,3,30,0,0
10836725,10836725,2019,201901,166613,2019000836298.0,212.0,2019001666131,6,0.0,30006,1,1,212.0,2,68,7,71,3,30,8000,0
2158743,2158743,2007,200701,429256,730327.0,74.0,2007004292561,17,0.0,120117,1,3,38.0,1,27,11,114,1,10,13000,0
7106705,7106705,2011,201101,1279477,738355.0,92.0,2011012794771,51,0.0,160051,1,1,92.0,1,60,11,116,3,30,153000,0
13418970,13418970,2019,201901,1309604,2019000700890.0,191.0,2019013096041,49,49.0,4900149,1,3,207.0,1,19,6,63,1,10,12000,0
5880101,5880101,2011,201101,739457,1193544.0,95.0,2011007394571,31,55.0,90231,1,1,95.0,2,54,4,40,1,10,23500,0
13501851,13501851,2019,201901,1345807,2019000987461.0,59.0,2019013458071,51,0.0,5115451,1,1,59.0,1,74,6,63,1,10,44700,0
7383771,7383771,2015,201501,36790,637668.0,70.0,2015000367901,4,13.0,11004,1,1,69.0,2,57,11,114,1,10,50000,0
12421013,12421013,2019,201901,870532,2019000438651.0,67.0,2019008705321,36,81.0,411136,1,3,58.0,2,34,6,65,1,10,65000,0
5789987,5789987,2011,201101,697974,1336310.0,151.0,2011006979741,28,0.0,50028,1,2,143.0,2,39,10,101,1,10,36000,0
7804131,7804131,2015,201501,205515,1420908.0,61.0,2015002055151,6,37.0,374406,1,1,62.0,1,48,6,65,1,10,76000,0
4054192,4054192,2007,200701,1297363,237101.0,56.0,2007012973631,53,53.0,140253,1,2,120.0,2,30,10,101,1,10,65000,0
5514031,5514031,2011,201101,574570,820284.0,98.0,2011005745701,24,33.0,110624,1,1,98.0,2,71,6,63,3,30,50500,0
6623441,6623441,2011,201101,1070559,1111816.0,159.0,2011010705591,42,101.0,410142,1,2,372.0,1,31,7,71,2,20,6620,1
10813066,10813066,2019,201901,157738,2019000742934.0,65.0,2019001577381,6,37.0,371406,1,1,64.0,1,59,10,101,1,10,67500,0
10945713,10945713,2019,201901,207228,2019001259172.0,45.0,2019002072281,6,37.0,370906,1,2,55.0,1,19,6,63,3,30,0,0
3545664,3545664,2007,200701,1069537,1026649.0,52.0,2007010695371,42,129.0,210242,1,1,53.0,1,53,8,81,1,10,29000,0
1634987,1634987,2007,200701,187748,1171028.0,70.0,2007001877481,6,95.0,130106,1,3,59.0,1,17,5,50,3,30,0,0
13239151,13239151,2019,201901,1238855,2019000533714.0,10.0,2019012388551,48,0.0,80048,1,1,10.0,1,67,7,71,1,10,77600,0
6514180,6514180,2011,201101,1020577,1004966.0,109.0,2011010205771,41,29.0,90041,1,2,105.0,1,20,6,65,2,20,200,1
4928059,4928059,2011,201101,313143,920844.0,33.0,2011003131431,12,103.0,260712,1,1,33.0,1,22,7,71,1,10,13000,0
3508763,3508763,2007,200701,1052032,621030.0,141.0,2007010520321,42,0.0,200242,1,1,142.0,1,66,6,62,3,30,16660,0
6043231,6043231,2011,201101,808440,87634.0,134.0,2011008084401,36,103.0,430536,1,2,125.0,2,64,6,63,1,10,40000,0
8710561,8710561,2015,201501,610004,921340.0,63.0,2015006100041,25,0.0,350025,1,1,63.0,1,35,10,101,1,10,250000,0
11697533,11697533,2019,201901,543713,2019000246415.0,355.0,2019005437131,21,0.0,100021,1,4,274.0,1,53,2,26,3,30,0,0
13211841,13211841,2019,201901,1228158,2019000384183.0,126.0,2019012281581,48,453.0,530748,1,1,126.0,2,58,10,101,1,10,120700,0
3473801,3473801,2007,200701,1035543,239478.0,124.0,2007010355431,42,13.0,260042,1,1,124.0,1,72,3,30,3,30,19800,0
11386992,11386992,2019,201901,404301,2019001203028.0,779.0,2019004043011,13,135.0,400513,1,2,905.0,2,43,11,114,1,10,50000,0
12966904,12966904,2019,201901,1115417,2019001128480.0,21.0,2019011154171,42,0.0,380042,1,2,38.0,2,64,6,63,3,30,9600,0
1402816,1402816,2007,200701,93131,253908.0,63.0,2007000931311,6,37.0,610606,1,2,64.0,2,43,8,81,1,10,33000,0
8928978,8928978,2015,201501,708070,219573.0,30.0,2015007080701,29,19.0,60029,1,1,30.0,1,57,10,101,1,10,91000,0
11413797,11413797,2019,201901,415349,2019001261676.0,78.0,2019004153491,15,0.0,10015,1,1,77.0,1,69,7,71,3,30,40400,0
8847217,8847217,2015,201501,671431,319269.0,236.0,2015006714311,27,37.0,150327,1,2,181.0,1,28,10,101,1,10,45000,0
12165013,12165013,2019,201901,755073,2019001285041.0,98.0,2019007550731,29,0.0,50029,1,2,82.0,1,46,10,101,1,10,65000,0
8815700,8815700,2015,201501,657448,1208669.0,56.0,2015006574481,26,0.0,140026,1,1,56.0,2,42,8,81,1,10,30000,0
10616467,10616467,2019,201901,81282,2019010104482.0,177.0,2019000812821,6,73.0,732106,4,1,177.0,1,31,8,81,1,14,105000,0
4406963,4406963,2011,201101,93213,276791.0,55.0,2011000932131,6,37.0,611206,1,2,53.0,1,32,10,101,1,10,55000,0
7967664,7967664,2015,201501,278028,280359.0,38.0,2015002780281,12,95.0,950712,1,2,37.0,1,63,11,115,1,10,272000,0
9355746,9355746,2015,201501,894008,32708.0,108.0,2015008940081,37,0.0,320037,1,1,107.0,2,76,7,71,3,30,22300,0
1415125,1415125,2007,200701,98123,301935.0,83.0,2007000981231,6,97.0,110306,1,2,117.0,2,29,10,101,2,20,5000,1
13228397,13228397,2019,201901,1234634,2019000475681.0,105.0,2019012346341,48,201.0,462348,1,6,129.0,2,63,6,65,3,30,12850,0
11983146,11983146,2019,201901,673337,2019000849440.0,275.0,2019006733371,26,163.0,321026,1,1,275.0,1,49,5,50,3,30,8600,0
3203889,3203889,2007,200701,909533,621702.0,13.0,2007009095331,37,151.0,200037,1,2,11.0,2,55,7,71,1,10,6300,0
7664572,7664572,2015,201501,150812,855271.0,503.0,2015001508121,6,59.0,590306,1,1,503.0,2,45,11,114,3,30,3000,0
4396885,4396885,2011,201101,89198,235000.0,171.0,2011000891981,6,0.0,40006,1,1,172.0,1,73,6,63,3,30,10800,0
10336818,10336818,2015,201501,1325217,896211.0,85.0,2015013252171,53,33.0,1160853,1,1,85.0,1,31,10,101,1,10,135000,0
8490452,8490452,2015,201501,510525,598846.0,65.0,2015005105251,20,0.0,110020,1,1,66.0,2,33,10,101,3,30,38600,0
10221657,10221657,2015,201501,1274721,195999.0,79.0,2015012747211,51,107.0,1070251,1,1,79.0,2,43,7,71,1,10,25000,0
9396356,9396356,2015,201501,912499,663380.0,48.0,2015009124991,37,71.0,300137,1,2,43.0,2,54,6,63,1,10,117000,0
8976804,8976804,2015,201501,730017,1391568.0,147.0,2015007300171,29,95.0,100329,1,4,137.0,1,16,3,30,3,30,0,0
3639424,3639424,2007,200701,1114614,1189186.0,53.0,2007011146141,46,0.0,50046,1,1,51.0,1,59,10,101,1,10,34900,0
6774211,6774211,2011,201101,1140033,1195770.0,61.0,2011011400331,47,0.0,270047,1,3,68.0,2,37,8,81,1,10,20010,0
6418576,6418576,2011,201101,977114,1102285.0,29.0,2011009771141,39,103.0,130039,1,2,22.0,2,52,6,63,3,30,0,0
1327420,1327420,2007,200701,61703,837530.0,120.0,2007000617031,5,0.0,110005,1,2,137.0,2,65,6,62,1,10,21900,0
10220886,10220886,2015,201501,1274397,181017.0,108.0,2015012743971,51,0.0,5109051,1,2,138.0,1,71,6,63,3,30,21900,0
13151574,13151574,2019,201901,1204528,2019000057666.0,78.0,2019012045281,48,201.0,460248,1,1,78.0,2,23,7,71,1,10,28600,0
6197985,6197985,2011,201101,876470,1268591.0,51.0,2011008764701,36,81.0,411036,1,2,43.0,2,79,6,63,3,30,6100,0
3491707,3491707,2007,200701,1044016,436143.0,26.0,2007010440161,42,0.0,250242,1,2,23.0,2,48,6,65,1,10,32000,0
9527776,9527776,2015,201501,972374,868245.0,51.0,2015009723741,39,35.0,90639,1,5,73.0,2,23,4,40,2,20,0,1
11217629,11217629,2019,201901,329797,2019000823713.0,49.0,2019003297971,12,71.0,710512,1,1,49.0,2,76,10,101,3,30,9230,0
9534519,9534519,2015,201501,975450,954873.0,73.0,2015009754501,39,0.0,310039,1,3,81.0,1,31,6,63,1,10,46920,0
2828846,2828846,2007,200701,739244,1133430.0,135.0,2007007392441,31,109.0,80231,1,3,103.0,1,19,6,62,1,10,3300,0
3644735,3644735,2007,200701,1117108,94229.0,90.0,2007011171081,47,0.0,140047,1,1,92.0,2,59,7,71,1,10,27000,0
3200233,3200233,2007,200701,907765,566077.0,146.0,2007009077651,37,97.0,150037,1,2,100.0,2,24,7,71,1,10,8400,0
3135430,3135430,2007,200701,877240,1172580.0,126.0,2007008772401,36,0.0,40236,1,3,195.0,1,24,6,62,1,10,10500,0
9531561,9531561,2015,201501,974102,917193.0,15.0,2015009741021,39,35.0,91039,1,2,17.0,1,74,10,101,1,10,588300,0
5374353,5374353,2011,201101,511408,1211914.0,81.0,2011005114081,20,0.0,160020,1,1,80.0,1,49,11,114,1,10,368000,0
8239189,8239189,2015,201501,399185,39489.0,43.0,2015003991851,16,0.0,10016,1,1,42.0,2,56,6,63,1,10,2200,0
4825959,4825959,2011,201101,266288,119031.0,75.0,2011002662881,12,103.0,260412,1,2,75.0,2,76,6,63,3,30,22000,0
4318592,4318592,2011,201101,56798,425255.0,175.0,2011000567981,5,143.0,20005,1,1,175.0,2,56,8,81,1,10,30000,0
11926680,11926680,2019,201901,649088,2019000017182.0,132.0,2019006490881,26,0.0,170426,1,2,120.0,1,59,6,63,3,30,27100,0
8820901,8820901,2015,201501,659784,1288677.0,56.0,2015006597841,26,163.0,320526,1,2,50.0,1,72,6,64,3,30,46800,0
8160950,8160950,2015,201501,365775,525530.0,83.0,2015003657751,13,135.0,400113,1,1,83.0,1,62,7,71,3,30,42000,0
5376501,5376501,2011,201101,512338,1320675.0,86.0,2011005123381,20,0.0,20020,1,1,86.0,1,36,10,101,1,10,60000,0
6494246,6494246,2011,201101,1011430,229493.0,110.0,2011010114301,41,0.0,120041,1,2,143.0,1,41,7,71,3,30,60000,0
4075931,4075931,2007,200701,1307112,696196.0,33.0,2007013071121,53,33.0,180353,3,1,33.0,1,30,6,61,3,30,0,0
4709981,4709981,2011,201101,213397,48120.0,66.0,2011002133971,8,123.0,30008,1,1,65.0,2,31,7,71,1,10,19600,0
6398412,6398412,2011,201101,967946,848477.0,99.0,2011009679461,39,113.0,410339,1,2,65.0,2,30,7,71,1,10,17700,0
10320356,10320356,2015,201501,1318120,548905.0,14.0,2015013181201,53,0.0,1020053,1,1,14.0,2,42,10,101,1,10,47000,0
1807533,1807533,2007,200701,265494,172439.0,61.0,2007002654941,12,0.0,401012,1,3,53.0,2,15,2,24,0,0,0,0
3616555,3616555,2007,200701,1103405,876533.0,290.0,2007011034051,45,0.0,180045,1,4,139.0,1,16,2,24,3,30,1600,0
9665866,9665866,2015,201501,1034668,130108.0,34.0,2015010346681,42,49.0,10242,1,1,34.0,1,69,8,81,3,30,16500,0
6115547,6115547,2011,201101,840196,644638.0,110.0,2011008401961,36,47.0,401036,1,2,84.0,2,78,2,26,3,30,6600,0
1981210,1981210,2007,200701,350592,172653.0,72.0,2007003505921,13,57.0,190013,1,2,42.0,2,56,10,101,2,20,16000,1
6192232,6192232,2011,201101,873918,1223550.0,132.0,2011008739181,36,85.0,390236,1,1,132.0,1,42,6,63,1,10,58200,0
1553792,1553792,2007,200701,154664,849276.0,75.0,2007001546641,6,59.0,690006,1,1,73.0,1,36,10,101,1,10,68000,0
11448120,11448120,2019,201901,432568,2019000120160.0,68.0,2019004325681,17,43.0,320417,1,1,69.0,2,40,11,114,1,10,75000,0
5684433,5684433,2011,201101,650938,1126879.0,102.0,2011006509381,26,125.0,250226,1,2,112.0,1,70,11,116,1,10,65700,0
6319701,6319701,2011,201101,931847,1416196.0,153.0,2011009318471,37,119.0,100037,1,2,101.0,2,29,7,71,1,10,14000,0
5048855,5048855,2011,201101,367720,739761.0,7.0,2011003677201,13,0.0,320013,1,1,7.0,1,84,6,63,1,10,58300,0
6574226,6574226,2011,201101,1047979,547516.0,22.0,2011010479791,42,27.0,130042,1,1,21.0,1,64,6,63,3,30,13100,0
13341080,13341080,2019,201901,1279064,2019001082640.0,200.0,2019012790641,48,29.0,590448,1,1,200.0,1,32,7,71,1,10,47000,0
11572182,11572182,2019,201901,486985,2019000246471.0,30.0,2019004869851,18,97.0,230518,1,1,29.0,2,26,11,116,1,10,48000,0
5402930,5402930,2011,201101,524257,771121.0,23.0,2011005242571,21,0.0,90021,1,1,23.0,1,47,7,71,1,10,9200,0
2828650,2828650,2007,200701,739148,1114762.0,129.0,2007007391481,31,0.0,70131,1,1,135.0,2,57,7,71,1,10,10000,0
8225547,8225547,2015,201501,393900,87448.0,89.0,2015003939001,15,3.0,30415,1,1,89.0,2,77,11,116,3,30,67100,0
4009566,4009566,2007,200701,1277151,777254.0,35.0,2007012771511,51,510.0,20051,1,2,106.0,1,42,6,61,1,10,21600,0
11737803,11737803,2019,201901,562163,2019000082344.0,36.0,2019005621631,22,71.0,240022,1,3,30.0,1,17,5,50,3,30,600,0
11559816,11559816,2019,201901,480919,2019010093317.0,19.0,2019004809191,18,0.0,210018,4,1,19.0,2,18,6,65,3,30,4000,0
8518802,8518802,2015,201501,523430,377813.0,86.0,2015005234301,21,0.0,40021,1,1,86.0,1,60,6,63,1,10,60000,0
12174179,12174179,2019,201901,759260,2019000423408.0,41.0,2019007592601,30,0.0,50030,1,1,41.0,2,67,6,65,1,10,16400,0
11978056,11978056,2019,201901,671141,2019000770514.0,90.0,2019006711411,26,125.0,290326,1,2,78.0,1,49,10,101,1,10,88600,0
4337979,4337979,2011,201101,65668,1423856.0,123.0,2011000656681,5,143.0,20005,1,1,123.0,2,20,2,26,2,20,4500,1
8180004,8180004,2015,201501,374098,825075.0,93.0,2015003740981,13,77.0,210013,1,2,117.0,2,28,10,101,1,10,15000,0
1457820,1457820,2007,200701,115464,468804.0,69.0,2007001154641,6,73.0,810706,1,2,68.0,2,50,0,2,1,10,10000,0
6127569,6127569,2011,201101,845470,735246.0,22.0,2011008454701,36,89.0,10036,1,2,24.0,1,71,4,40,3,30,23000,0
10129236,10129236,2015,201501,1237271,1244718.0,26.0,2015012372711,48,167.0,470148,1,2,28.0,1,15,3,30,0,0,400,0
3994640,3994640,2007,200701,1270283,509730.0,72.0,2007012702831,51,0.0,60051,1,1,71.0,1,48,10,101,1,10,126030,0
7483041,7483041,2015,201501,79210,123104.0,60.0,2015000792101,6,37.0,370206,1,2,62.0,1,41,11,115,1,10,200000,0
2598219,2598219,2007,200701,630989,492335.0,91.0,2007006309891,26,0.0,200026,1,1,93.0,1,68,11,114,3,30,40710,0
12120664,12120664,2019,201901,735995,2019000234953.0,18.0,2019007359951,29,0.0,270029,1,5,10.0,1,63,6,63,3,30,60600,0
7954796,7954796,2015,201501,272090,177256.0,40.0,2015002720901,12,0.0,50012,1,1,40.0,1,59,6,63,1,10,25000,0
2850183,2850183,2007,200701,748761,987790.0,152.0,2007007487611,32,0.0,40032,1,1,154.0,1,42,10,101,1,10,42000,0
6409860,6409860,2011,201101,973097,990999.0,15.0,2011009730971,39,0.0,70239,1,2,18.0,2,50,6,63,3,30,0,0
12385039,12385039,2019,201901,855782,2019000163690.0,16.0,2019008557821,36,0.0,50036,1,3,20.0,2,90,4,40,3,30,10800,0
10803333,10803333,2019,201901,154104,2019000703770.0,350.0,2019001541041,6,99.0,990306,1,1,350.0,2,34,7,71,1,10,30600,0
6246673,6246673,2011,201101,898261,275472.0,148.0,2011008982611,37,35.0,70037,1,2,146.0,2,31,7,71,1,10,4000,0
3565152,3565152,2007,200701,1078712,1238686.0,95.0,2007010787121,42,3.0,180742,1,1,95.0,1,49,6,62,1,10,60000,0
10892573,10892573,2019,201901,187461,2019001053696.0,42.0,2019001874611,6,65.0,650106,1,1,42.0,1,70,11,114,3,30,0,0
6494112,6494112,2011,201101,1011366,223779.0,95.0,2011010113661,41,0.0,131041,1,1,96.0,1,85,6,63,3,30,13700,0
6153965,6153965,2011,201101,857083,934272.0,48.0,2011008570831,36,81.0,411336,1,1,47.0,1,23,10,101,3,30,0,0
3294976,3294976,2007,200701,952768,393168.0,109.0,2007009527681,39,0.0,20239,1,1,111.0,1,73,10,101,1,10,30900,0
5913055,5913055,2011,201101,753587,335574.0,170.0,2011007535871,33,17.0,30033,1,1,170.0,2,38,6,63,3,30,8720,0
5665655,5665655,2011,201101,642446,840888.0,85.0,2011006424461,26,75.0,290026,1,1,85.0,2,94,10,101,3,30,35000,0
4904618,4904618,2011,201101,302386,735894.0,34.0,2011003023861,12,95.0,220512,1,1,34.0,2,36,8,81,3,30,11000,0
10342195,10342195,2015,201501,1327560,1007258.0,135.0,2015013275601,53,63.0,1050153,1,1,135.0,2,26,11,116,1,10,1000,0
9598971,9598971,2015,201501,1004510,855021.0,58.0,2015010045101,40,0.0,120340,1,1,57.0,1,61,6,63,1,10,11500,0
5514625,5514625,2011,201101,574815,835405.0,54.0,2011005748151,24,33.0,110124,1,3,98.0,1,42,6,61,3,30,11000,0
11394472,11394472,2019,201901,407388,2019001313053.0,91.0,2019004073881,13,139.0,340013,1,1,91.0,1,54,10,101,1,10,21000,0
6055682,6055682,2011,201101,813903,182385.0,112.0,2011008139031,36,61.0,380136,1,1,111.0,2,42,6,63,2,20,1600,1
11651049,11651049,2019,201901,521837,2019001107783.0,64.0,2019005218371,19,0.0,170019,1,2,133.0,2,29,10,101,1,10,12000,0
13040665,13040665,2019,201901,1149472,2019001074800.0,59.0,2019011494721,45,0.0,80045,1,1,58.0,1,73,6,65,3,30,41600,0
11172683,11172683,2019,201901,310217,2019000503191.0,59.0,2019003102171,12,53.0,530112,1,1,58.0,2,67,6,65,1,10,66000,0
11434095,11434095,2019,201901,424384,2019010039727.0,85.0,2019004243841,17,19.0,210017,4,1,85.0,1,20,6,63,3,30,0,0
8366355,8366355,2015,201501,454249,1339216.0,82.0,2015004542491,17,163.0,110417,1,1,82.0,1,53,7,71,1,10,27600,0
5087178,5087178,2011,201101,384663,1351612.0,77.0,2011003846631,13,0.0,50013,1,3,87.0,1,18,6,65,1,10,250,0
9682193,9682193,2015,201501,1042195,325061.0,133.0,2015010421951,42,21.0,210042,1,2,131.0,2,56,10,101,1,10,25400,0
3035696,3035696,2007,200701,831657,438738.0,75.0,2007008316571,36,93.0,210036,1,1,77.0,1,55,6,62,1,10,18000,0
11141423,11141423,2019,201901,296579,2019000282042.0,76.0,2019002965791,12,99.0,991112,1,1,76.0,1,61,10,101,1,10,136500,0
9371847,9371847,2015,201501,901375,281734.0,89.0,2015009013751,37,35.0,280037,1,1,88.0,2,63,8,81,1,10,26000,0
3403269,3403269,2007,200701,1002765,931834.0,434.0,2007010027651,40,0.0,130240,1,2,251.0,1,42,7,71,1,10,57080,0
4878331,4878331,2011,201101,290347,530584.0,100.0,2011002903471,12,53.0,170012,1,2,88.0,2,59,6,63,3,30,1400,0
5424710,5424710,2011,201101,534309,11927.0,137.0,2011005343091,22,0.0,150122,1,1,137.0,2,39,7,71,1,10,18000,0
6346508,6346508,2011,201101,944255,182730.0,38.0,2011009442551,39,7.0,80039,1,2,36.0,2,57,6,63,1,10,20200,0
6433658,6433658,2011,201101,983911,1290801.0,126.0,2011009839111,39,0.0,90139,1,1,126.0,1,30,6,64,2,20,19000,1
12430181,12430181,2019,201901,874223,2019000505885.0,118.0,2019008742231,36,81.0,411136,1,3,107.0,2,17,5,50,3,30,0,0
5982934,5982934,2011,201101,782956,1014598.0,118.0,2011007829561,34,3.0,30234,1,1,118.0,1,31,8,81,1,10,33000,0
5550248,5550248,2011,201101,590288,209639.0,74.0,2011005902881,25,0.0,410025,1,1,75.0,2,42,6,63,1,10,60000,0
7840770,7840770,2015,201501,220494,375217.0,77.0,2015002204941,8,0.0,80208,1,1,76.0,1,52,10,101,1,10,165000,0
