,Unnamed: 0,YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STATEFIP,COUNTYFIP,STRATA,GQ,PERNUM,PERWT,SEX,AGE,EDUC,EDUCD,EMPSTAT,EMPSTATD,INCTOT,unemployed
11689336,11689336,2019,201901,539940,2019010110524.0,12.0,2019005399401,21,0.0,230021,4,1,12.0,2,18,6,63,1,10,8000,0
3747003,3747003,2007,200701,1163371,266834.0,26.0,2007011633711,48,0.0,40048,1,2,25.0,2,35,6,62,3,30,2000,0
12897300,12897300,2019,201901,1085342,2019000324199.0,255.0,2019010853421,42,133.0,360142,1,1,256.0,1,39,10,101,1,10,70000,0
1708618,1708618,2007,200701,218911,626868.0,86.0,2007002189111,8,0.0,50208,1,1,87.0,1,43,7,71,1,10,31000,0
6136629,6136629,2011,201101,849478,804950.0,106.0,2011008494781,36,61.0,380336,1,2,106.0,2,40,6,63,2,20,0,1
9132991,9132991,2015,201501,797002,1410169.0,153.0,2015007970021,34,3.0,30234,1,1,153.0,2,27,10,101,1,10,86000,0
7584672,7584672,2015,201501,119219,531901.0,59.0,2015001192191,6,0.0,530206,1,2,51.0,2,64,0,2,3,30,0,0
3315001,3315001,2007,200701,961856,627712.0,63.0,2007009618561,39,113.0,410139,1,1,62.0,1,53,7,71,1,10,71000,0
4069319,4069319,2007,200701,1304156,554453.0,219.0,2007013041561,53,33.0,200753,1,1,216.0,1,27,6,62,1,10,10000,0
2718324,2718324,2007,200701,687278,117384.0,27.0,2007006872781,28,0.0,180028,1,4,52.0,2,17,4,40,1,10,2500,0
11827559,11827559,2019,201901,602591,2019000838603.0,60.0,2019006025911,24,21.0,30124,1,2,57.0,2,63,6,63,1,10,35300,0
2677388,2677388,2007,200701,668287,376974.0,39.0,2007006682871,27,0.0,10027,1,2,40.0,2,62,8,81,1,10,32000,0
12053492,12053492,2019,201901,704639,2019000773291.0,220.0,2019007046391,27,163.0,120227,1,4,165.0,1,17,5,50,3,30,2000,0
2382125,2382125,2007,200701,530484,1229931.0,45.0,2007005304841,21,0.0,200021,1,1,44.0,2,75,6,62,3,30,20500,0
12770315,12770315,2019,201901,1024961,2019001264885.0,64.0,2019010249611,39,35.0,90439,1,1,64.0,1,38,10,101,1,10,140500,0
2404715,2404715,2007,200701,541154,601760.0,270.0,2007005411541,22,0.0,240022,1,1,253.0,1,22,2,24,1,10,18200,0
11571756,11571756,2019,201901,486811,2019000237239.0,54.0,2019004868111,18,97.0,230118,1,2,76.0,2,49,10,101,3,30,0,0
2753725,2753725,2007,200701,703769,200960.0,97.0,2007007037691,29,189.0,170829,1,2,142.0,1,39,6,62,2,20,6000,1
5066920,5066920,2011,201101,375689,1029993.0,31.0,2011003756891,13,0.0,20013,1,1,30.0,2,29,6,63,1,10,18000,0
11819547,11819547,2019,201901,599406,2019000641778.0,68.0,2019005994061,24,0.0,150024,1,1,68.0,2,49,11,114,3,30,90000,0
7203134,7203134,2011,201101,1322337,1188121.0,186.0,2011013223371,53,11.0,220053,1,1,186.0,1,37,6,64,1,10,64400,0
7859156,7859156,2015,201501,228596,900590.0,70.0,2015002285961,8,69.0,10308,1,2,73.0,1,71,11,114,3,30,76800,0
6142795,6142795,2011,201101,852148,851798.0,155.0,2011008521481,36,47.0,401436,1,4,115.0,2,18,7,71,1,10,250,0
12009659,12009659,2019,201901,684697,2019001240247.0,125.0,2019006846971,26,125.0,290526,1,3,152.0,1,61,7,71,1,10,32000,0
2064073,2064073,2007,200701,388138,136655.0,33.0,2007003881381,15,1.0,20015,1,1,33.0,2,38,7,71,1,10,64000,0
9619819,9619819,2015,201501,1013834,175313.0,60.0,2015010138341,41,0.0,60041,4,1,60.0,1,19,7,71,1,10,9300,0
7816787,7816787,2015,201501,210452,1470165.0,233.0,2015002104521,6,85.0,850806,1,2,228.0,1,41,10,101,1,10,60000,0
3726666,3726666,2007,200701,1154595,146024.0,247.0,2007011545951,48,113.0,230648,1,2,417.0,1,28,8,81,1,10,20000,0
12338278,12338278,2019,201901,829944,2019000380222.0,100.0,2019008299441,35,0.0,110035,1,3,196.0,1,27,6,63,1,10,18700,0
12852403,12852403,2019,201901,1061949,2019001090690.0,89.0,2019010619491,41,51.0,130141,1,1,89.0,2,60,11,114,1,10,109000,0
9882033,9882033,2015,201501,1133837,731926.0,147.0,2015011338371,47,0.0,220047,1,1,147.0,2,87,6,63,3,30,21700,0
7156305,7156305,2011,201101,1301645,176521.0,359.0,2011013016451,53,0.0,40053,1,6,209.0,2,30,6,63,2,20,6000,1
9059372,9059372,2015,201501,766497,142726.0,101.0,2015007664971,34,39.0,190334,1,5,96.0,1,18,6,63,1,10,19100,0
2825458,2825458,2007,200701,737631,864512.0,39.0,2007007376311,31,0.0,20031,1,2,38.0,2,67,6,62,3,30,6300,0
10242571,10242571,2015,201501,1284023,578297.0,66.0,2015012840231,51,107.0,1070351,1,2,62.0,1,44,10,101,1,10,460000,0
10715927,10715927,2019,201901,121583,2019000366682.0,40.0,2019001215831,6,37.0,375206,1,1,39.0,2,79,6,63,3,30,62700,0
7878681,7878681,2015,201501,237101,1453918.0,115.0,2015002371011,8,0.0,82408,1,3,121.0,2,17,4,40,3,30,500,0
12934529,12934529,2019,201901,1101336,2019000750779.0,92.0,2019011013361,42,49.0,10142,1,1,92.0,2,79,6,63,1,10,15500,0
9261007,9261007,2015,201501,852717,797383.0,55.0,2015008527171,36,87.0,300136,1,2,46.0,2,34,10,101,1,10,47000,0
6719899,6719899,2011,201101,1115163,876994.0,19.0,2011011151631,46,0.0,50046,1,1,19.0,1,40,8,81,1,10,48000,0
7019648,7019648,2011,201101,1243048,1422332.0,43.0,2011012430481,48,0.0,500048,1,1,42.0,2,50,8,81,1,10,24150,0
10565433,10565433,2019,201901,52382,2019001206071.0,75.0,2019000523821,4,13.0,10304,1,1,75.0,2,25,6,65,1,10,45000,0
6265749,6265749,2011,201101,907022,574325.0,36.0,2011009070221,37,0.0,480037,1,2,38.0,2,51,8,81,3,30,10700,0
8710653,8710653,2015,201501,610045,923239.0,49.0,2015006100451,25,0.0,20025,4,1,49.0,1,20,7,71,3,30,3000,0
2297233,2297233,2007,200701,490995,577571.0,46.0,2007004909951,19,0.0,50019,1,1,47.0,2,45,6,62,2,20,500,1
9414879,9414879,2015,201501,920924,951285.0,97.0,2015009209241,37,0.0,10037,1,1,96.0,2,70,6,63,3,30,10000,0
4906659,4906659,2011,201101,303335,753120.0,122.0,2011003033351,12,117.0,200212,1,2,125.0,1,32,7,71,1,10,42500,0
4467826,4467826,2011,201101,117463,525748.0,87.0,2011001174631,6,13.0,210406,1,2,82.0,1,50,10,101,1,10,76000,0
6640214,6640214,2011,201101,1078247,1306034.0,60.0,2011010782471,42,49.0,20042,3,1,60.0,1,38,6,64,3,30,0,0
11720669,11720669,2019,201901,553611,2019001006062.0,36.0,2019005536111,21,111.0,170321,1,1,36.0,1,45,7,71,1,10,120000,0
9008364,9008364,2015,201501,744434,1331075.0,55.0,2015007444341,31,0.0,50031,1,4,47.0,1,15,2,26,0,0,0,0
11172311,11172311,2019,201901,310061,2019000500689.0,59.0,2019003100611,12,53.0,530112,1,4,91.0,1,16,6,64,3,30,0,0
7979352,7979352,2015,201501,283387,369160.0,110.0,2015002833871,12,0.0,50012,1,1,111.0,2,36,6,64,1,10,42000,0
13105765,13105765,2019,201901,1179120,2019000896801.0,100.0,2019011791201,47,0.0,40047,1,1,100.0,1,25,6,63,1,10,48000,0
5488086,5488086,2011,201101,563276,153293.0,12.0,2011005632761,24,33.0,110324,1,2,12.0,2,46,6,61,1,10,25000,0
2350518,2350518,2007,200701,515588,220879.0,110.0,2007005155881,21,111.0,170321,1,1,107.0,1,59,7,71,3,30,11600,0
3954199,3954199,2007,200701,1251989,1106901.0,77.0,2007012519891,49,35.0,50649,1,3,92.0,2,22,6,62,1,10,3900,0
5578607,5578607,2011,201101,603333,828854.0,109.0,2011006033331,25,0.0,180025,1,2,100.0,1,27,11,114,3,30,0,0
10025105,10025105,2015,201501,1193987,631892.0,15.0,2015011939871,48,0.0,370048,1,1,15.0,2,45,4,40,1,10,24000,0
4252258,4252258,2011,201101,28060,162701.0,60.0,2011000280601,4,19.0,20204,1,1,60.0,1,82,7,71,3,30,87900,0
2065926,2065926,2007,200701,388916,335164.0,83.0,2007003889161,15,3.0,30715,1,3,282.0,1,18,6,62,3,30,0,0
1693946,1693946,2007,200701,212093,207454.0,96.0,2007002120931,8,0.0,80808,1,3,154.0,2,41,6,65,1,10,12700,0
10633293,10633293,2019,201901,90795,2019000046627.0,84.0,2019000907951,6,71.0,710906,1,1,84.0,2,64,6,63,1,10,16400,0
4092693,4092693,2007,200701,1314628,1053404.0,114.0,2007013146281,53,0.0,70053,4,1,114.0,1,21,8,81,3,30,30,0
6836353,6836353,2011,201101,1166499,299195.0,231.0,2011011664991,48,0.0,130048,1,1,230.0,2,62,7,71,1,10,30000,0
5240928,5240928,2011,201101,450881,1349929.0,32.0,2011004508811,17,97.0,330417,1,1,31.0,2,81,6,65,3,30,14000,0
9745543,9745543,2015,201501,1071130,1066847.0,250.0,2015010711301,42,101.0,320742,1,2,444.0,2,29,6,63,1,10,11340,0
2509473,2509473,2007,200701,589880,256403.0,121.0,2007005898801,25,0.0,210025,1,2,103.0,1,23,6,62,1,10,40000,0
7347273,7347273,2015,201501,21158,1453949.0,19.0,2015000211581,1,0.0,250001,1,1,18.0,2,93,6,63,3,30,16820,0
2829892,2829892,2007,200701,739743,1211951.0,78.0,2007007397431,31,0.0,40031,1,2,58.0,2,57,11,114,1,10,30600,0
6575528,6575528,2011,201101,1048589,563668.0,84.0,2011010485891,42,101.0,410842,1,2,104.0,1,20,6,65,1,10,13400,0
4757742,4757742,2011,201101,234921,1459590.0,46.0,2011002349211,8,0.0,70008,1,1,47.0,1,56,7,71,1,10,23000,0
9568479,9568479,2015,201501,990903,1391876.0,71.0,2015009909031,39,153.0,180439,1,2,77.0,1,61,7,71,1,10,107000,0
9451805,9451805,2015,201501,937805,2156.0,28.0,2015009378051,38,0.0,10038,1,2,15.0,2,47,7,71,3,30,0,0
5652884,5652884,2011,201101,636796,646372.0,157.0,2011006367961,26,125.0,250426,1,2,175.0,2,58,6,63,3,30,0,0
11243426,11243426,2019,201901,341082,2019001009754.0,54.0,2019003410821,12,105.0,1050212,1,2,57.0,1,57,8,81,1,10,63700,0
7218206,7218206,2011,201101,1328960,24641.0,124.0,2011013289601,54,0.0,110054,1,3,51.0,1,15,2,25,0,0,0,0
8620060,8620060,2015,201501,569880,272851.0,21.0,2015005698801,24,33.0,110424,1,2,23.0,1,42,6,63,1,10,60000,0
7569610,7569610,2015,201501,113334,471795.0,43.0,2015001133341,6,85.0,850106,1,3,61.0,1,21,6,64,3,30,0,0
12398264,12398264,2019,201901,861224,2019000265056.0,80.0,2019008612241,36,55.0,90336,1,1,80.0,1,36,8,81,1,10,37000,0
8048200,8048200,2015,201501,314846,897343.0,302.0,2015003148461,12,9.0,90212,1,2,297.0,2,62,11,114,1,10,52000,0
3273012,3273012,2007,200701,942737,138894.0,71.0,2007009427371,39,0.0,380039,1,1,70.0,2,45,6,62,1,10,7800,0
4623002,4623002,2011,201101,178909,1155818.0,926.0,2011001789091,6,71.0,420006,1,1,926.0,1,39,10,101,1,10,45000,0
6859262,6859262,2011,201101,1176052,439234.0,278.0,2011011760521,48,303.0,50248,1,3,237.0,2,19,6,63,1,10,9500,0
2238586,2238586,2007,200701,464438,421472.0,50.0,2007004644381,18,0.0,300018,1,1,51.0,1,50,6,65,1,10,29987,0
7511421,7511421,2015,201501,90378,236543.0,75.0,2015000903781,6,71.0,710206,1,3,61.0,1,55,6,61,3,30,7920,0
3242115,3242115,2007,200701,927983,1196830.0,85.0,2007009279831,37,0.0,270137,1,2,85.0,1,38,10,101,1,10,37000,0
8621741,8621741,2015,201501,570603,316728.0,301.0,2015005706031,24,31.0,100124,1,4,387.0,2,23,10,101,1,10,6000,0
12700527,12700527,2019,201901,994838,2019000404136.0,110.0,2019009948381,39,0.0,280039,1,1,110.0,2,60,6,63,1,10,36400,0
11163481,11163481,2019,201901,306166,2019000437459.0,88.0,2019003061661,12,81.0,810312,1,1,88.0,1,78,10,101,3,30,24000,0
11876168,11876168,2019,201901,625544,2019000434164.0,120.0,2019006255441,25,0.0,360325,1,1,120.0,2,26,11,114,1,10,42000,0
8374499,8374499,2015,201501,457804,1435730.0,12.0,2015004578041,17,0.0,100117,1,1,12.0,2,42,7,71,1,10,39000,0
11663783,11663783,2019,201901,528123,2019000218066.0,165.0,2019005281231,20,0.0,40020,1,1,164.0,2,43,6,63,1,10,45000,0
2206458,2206458,2007,200701,450044,1246039.0,93.0,2007004500441,17,0.0,310417,1,2,127.0,2,17,5,50,1,10,3200,0
9822917,9822917,2015,201501,1106954,923965.0,293.0,2015011069541,45,0.0,80045,1,3,105.0,1,15,2,26,0,0,0,0
9103961,9103961,2015,201501,785029,907186.0,68.0,2015007850291,34,0.0,10134,1,1,69.0,2,58,11,115,3,30,61000,0
3744175,3744175,2007,200701,1162150,250064.0,149.0,2007011621501,48,201.0,462448,1,3,288.0,2,25,7,71,1,10,30000,0
8228050,8228050,2015,201501,394878,355716.0,20.0,2015003948781,15,0.0,10015,3,1,20.0,1,42,6,63,3,30,33000,0
2622763,2622763,2007,200701,642599,827929.0,80.0,2007006425991,26,81.0,130026,1,2,90.0,1,49,6,65,1,10,24000,0
5541451,5541451,2011,201101,586264,17990.0,43.0,2011005862641,25,0.0,370025,1,1,43.0,1,74,6,65,3,30,22900,0
3509129,3509129,2007,200701,1052206,625265.0,101.0,2007010522061,42,71.0,330242,1,3,81.0,1,15,3,30,0,0,0,0
1626913,1626913,2007,200701,184405,1138850.0,67.0,2007001844051,6,37.0,540906,1,2,61.0,2,44,6,61,1,10,4800,0
6119387,6119387,2011,201101,841882,673811.0,28.0,2011008418821,36,0.0,180036,1,2,20.0,1,21,7,71,1,10,14304,0
3513393,3513393,2007,200701,1054183,670675.0,140.0,2007010541831,42,0.0,90342,1,2,142.0,2,65,6,61,3,30,6200,0
13395632,13395632,2019,201901,1300648,2019001375135.0,146.0,2019013006481,48,139.0,210148,1,2,130.0,2,57,7,71,1,10,85000,0
7997202,7997202,2015,201501,291605,508199.0,48.0,2015002916051,12,11.0,111112,1,2,52.0,2,51,11,116,1,10,429000,0
5996988,5996988,2011,201101,788727,1251587.0,56.0,2011007887271,34,13.0,140134,1,1,56.0,2,40,6,65,1,10,92300,0
11650100,11650100,2019,201901,521432,2019001064285.0,224.0,2019005214321,19,0.0,70019,1,1,224.0,1,26,8,81,1,10,80000,0
1666600,1666600,2007,200701,200570,1295534.0,99.0,2007002005701,6,73.0,810206,1,1,99.0,2,55,6,62,3,30,10100,0
4294931,4294931,2011,201101,46415,1155161.0,80.0,2011000464151,4,19.0,20504,1,1,80.0,1,45,6,63,1,10,36500,0
7166353,7166353,2011,201101,1306040,394261.0,272.0,2011013060401,53,53.0,140253,1,3,296.0,2,27,7,71,3,30,0,0
3106333,3106333,2007,200701,863901,959479.0,105.0,2007008639011,36,0.0,90136,1,1,108.0,2,46,11,116,1,10,23000,0
4950805,4950805,2011,201101,323554,1098601.0,65.0,2011003235541,12,109.0,120012,1,2,90.0,2,64,7,71,1,10,303400,0
3678493,3678493,2007,200701,1132747,844546.0,62.0,2007011327471,47,149.0,230047,1,2,53.0,2,45,11,114,3,30,0,0
2167974,2167974,2007,200701,433343,832715.0,123.0,2007004333431,17,97.0,330217,1,1,127.0,2,73,11,114,3,30,31000,0
6481034,6481034,2011,201101,1005469,1217934.0,77.0,2011010054691,40,0.0,130240,1,2,90.0,2,53,6,65,1,10,34000,0
2468282,2468282,2007,200701,571580,652794.0,79.0,2007005715801,24,25.0,60124,1,3,103.0,1,25,6,62,3,30,6100,0
9689665,9689665,2015,201501,1045548,409587.0,89.0,2015010455481,42,29.0,340242,1,1,89.0,1,48,11,116,1,10,150000,0
2807406,2807406,2007,200701,729034,389205.0,160.0,2007007290341,30,0.0,60030,1,1,153.0,1,36,8,81,1,10,24300,0
4412184,4412184,2011,201101,95273,297286.0,26.0,2011000952731,6,37.0,541606,1,1,26.0,2,32,6,65,2,20,10800,1
10384687,10384687,2015,201501,1346684,13691.0,28.0,2015013466841,55,0.0,5510255,1,2,22.0,2,58,6,63,1,10,7000,0
10913221,10913221,2019,201901,195179,2019001133629.0,37.0,2019001951791,6,37.0,370606,1,11,54.0,1,24,6,63,1,10,25000,0
3589597,3589597,2007,200701,1090345,44784.0,77.0,2007010903451,45,0.0,130045,1,2,81.0,2,25,10,101,1,10,32000,0
5464644,5464644,2011,201101,552450,1363417.0,53.0,2011005524501,22,0.0,120022,1,2,54.0,2,79,6,63,3,30,5400,0
5681584,5681584,2011,201101,649664,1083014.0,19.0,2011006496641,26,0.0,70026,1,4,26.0,1,17,6,63,3,30,0,0
3029927,3029927,2007,200701,829101,397598.0,86.0,2007008291011,36,87.0,360236,1,1,91.0,1,54,3,30,1,10,28000,0
9918782,9918782,2015,201501,1150188,15791.0,99.0,2015011501881,48,113.0,230748,1,1,99.0,2,61,6,63,1,10,22500,0
2633755,2633755,2007,200701,647831,975344.0,132.0,2007006478311,26,125.0,250126,1,1,135.0,1,43,6,62,1,10,42000,0
6851291,6851291,2011,201101,1172750,389933.0,73.0,2011011727501,48,41.0,400048,1,4,119.0,2,17,4,40,3,30,700,0
2570324,2570324,2007,200701,617830,114881.0,98.0,2007006178301,26,163.0,360026,1,1,100.0,2,38,10,101,1,10,19200,0
2462030,2462030,2007,200701,568842,498256.0,81.0,2007005688421,24,31.0,100724,1,2,79.0,2,20,7,71,3,30,3700,0
2559543,2559543,2007,200701,612692,1327276.0,54.0,2007006126921,25,0.0,480025,1,1,53.0,1,58,8,81,1,10,37000,0
12013496,12013496,2019,201901,686336,2019001297079.0,85.0,2019006863361,26,81.0,100126,1,1,85.0,2,71,10,101,3,30,37700,0
8827082,8827082,2015,201501,662503,1381475.0,60.0,2015006625031,26,163.0,320226,1,2,50.0,2,67,6,65,1,10,68300,0
7863206,7863206,2015,201501,230370,1015304.0,35.0,2015002303701,8,0.0,80408,1,2,56.0,1,19,6,63,3,30,1100,0
7110820,7110820,2011,201101,1281312,813126.0,58.0,2011012813121,51,810.0,280151,1,1,58.0,2,34,6,63,1,14,37200,0
11302895,11302895,2019,201901,368911,2019010112312.0,150.0,2019003689111,13,67.0,300213,4,1,150.0,2,19,6,65,3,30,0,0
7999566,7999566,2015,201501,292638,525642.0,63.0,2015002926381,12,0.0,1210012,1,2,125.0,2,48,8,81,1,10,55000,0
11429679,11429679,2019,201901,421804,2019001155663.0,115.0,2019004218041,16,0.0,20016,1,2,110.0,2,57,6,65,1,10,22000,0
6674266,6674266,2011,201101,1093982,212922.0,48.0,2011010939821,45,0.0,160045,1,2,45.0,2,54,6,63,3,30,12000,0
7455496,7455496,2015,201501,68341,12506.0,170.0,2015000683411,6,1.0,10106,1,1,170.0,1,64,11,114,1,12,44600,0
11461106,11461106,2019,201901,438042,2019000273403.0,94.0,2019004380421,17,31.0,342117,1,1,95.0,2,77,11,114,3,30,72000,0
5122993,5122993,2011,201101,399448,1161203.0,47.0,2011003994481,16,0.0,30016,1,2,49.0,2,41,3,30,3,30,0,0
2986369,2986369,2007,200701,809202,78460.0,66.0,2007008092021,36,0.0,100136,1,2,125.0,2,30,6,62,1,10,13900,0
13005109,13005109,2019,201901,1133988,2019000032894.0,79.0,2019011339881,45,0.0,10445,1,1,79.0,2,65,10,101,3,30,0,0
13121738,13121738,2019,201901,1185934,2019001237395.0,106.0,2019011859341,47,0.0,70047,1,2,74.0,2,52,6,65,1,10,7010,0
3666841,3666841,2007,200701,1127368,581202.0,93.0,2007011273681,47,0.0,190047,1,1,93.0,2,61,7,71,1,10,60000,0
11122516,11122516,2019,201901,288337,2019000146036.0,155.0,2019002883371,12,33.0,330212,1,1,156.0,2,31,5,50,2,20,1100,1
7450847,7450847,2015,201501,66428,1442768.0,36.0,2015000664281,5,0.0,160005,1,1,36.0,2,40,6,63,3,30,8700,0
12440421,12440421,2019,201901,878412,2019000581085.0,25.0,2019008784121,36,0.0,220136,1,1,26.0,2,58,8,81,3,30,15400,0
10437898,10437898,2015,201501,1370667,1384819.0,21.0,2015013706671,55,0.0,80055,1,1,21.0,1,69,10,101,3,30,32000,0
3058063,3058063,2007,200701,841911,605142.0,102.0,2007008419111,36,0.0,100436,1,1,103.0,2,57,11,114,1,10,40500,0
4391212,4391212,2011,201101,86915,211673.0,87.0,2011000869151,6,85.0,271406,1,3,83.0,1,16,4,40,3,30,0,0
11439537,11439537,2019,201901,428892,2019000017404.0,88.0,2019004288921,17,0.0,160217,1,1,88.0,2,94,11,114,3,30,70000,0
7759468,7759468,2015,201501,187949,1238982.0,57.0,2015001879491,6,0.0,110006,1,1,57.0,1,63,10,101,1,10,325000,0
13320394,13320394,2019,201901,1270942,2019000970331.0,204.0,2019012709421,48,201.0,462748,1,1,204.0,1,51,7,71,1,10,50000,0
12059563,12059563,2019,201901,707121,2019000928464.0,12.0,2019007071211,27,0.0,80027,1,2,15.0,2,58,10,101,1,10,34000,0
3320081,3320081,2007,200701,964195,685586.0,111.0,2007009641951,39,61.0,440439,1,1,109.0,1,56,11,115,1,10,323000,0
9895355,9895355,2015,201501,1139830,1040745.0,146.0,2015011398301,47,37.0,250547,1,3,100.0,2,50,1,16,3,30,9000,0
9786260,9786260,2015,201501,1089879,452247.0,92.0,2015010898791,44,0.0,30044,1,1,92.0,2,46,10,101,1,10,108800,0
8380264,8380264,2015,201501,460309,1502781.0,10.0,2015004603091,17,91.0,230017,4,1,10.0,1,19,7,71,3,30,7500,0
1723110,1723110,2007,200701,225666,1040110.0,86.0,2007002256661,8,0.0,81408,1,1,87.0,1,58,11,114,1,10,89500,0
7757914,7757914,2015,201501,187349,1232925.0,30.0,2015001873491,6,99.0,990306,3,1,30.0,2,85,6,63,3,30,15400,0
4383413,4383413,2011,201101,83767,179385.0,57.0,2011000837671,6,7.0,60006,1,2,69.0,1,24,7,71,1,10,1500,0
13592804,13592804,2019,201901,1384880,2019001199450.0,77.0,2019013848801,53,63.0,1050153,1,1,77.0,1,52,10,101,1,10,236000,0
12044910,12044910,2019,201901,701041,2019000544389.0,28.0,2019007010411,27,0.0,260027,1,2,34.0,2,69,8,81,3,30,26000,0
8554120,8554120,2015,201501,539532,51878.0,47.0,2015005395321,22,0.0,20022,1,1,48.0,2,23,6,64,1,10,19000,0
2845908,2845908,2007,200701,746849,755938.0,57.0,2007007468491,32,3.0,50332,1,2,66.0,1,48,6,62,3,30,0,0
9459324,9459324,2015,201501,941233,1455557.0,17.0,2015009412331,38,0.0,30038,1,1,17.0,2,53,6,63,1,10,40000,0
13047260,13047260,2019,201901,1152319,2019001263134.0,97.0,2019011523191,45,51.0,110245,1,1,97.0,1,48,7,71,1,10,29900,0
6166688,6166688,2011,201101,862702,1031217.0,258.0,2011008627021,36,81.0,410336,1,3,180.0,2,23,7,71,3,30,0,0
5735343,5735343,2011,201101,673618,730347.0,162.0,2011006736181,27,53.0,130227,1,1,163.0,2,31,10,101,1,10,72000,0
10625978,10625978,2019,201901,88058,2019000017749.0,94.0,2019000880581,6,81.0,810106,1,1,93.0,2,61,7,71,1,10,80030,0
3969159,3969159,2007,200701,1258836,64469.0,90.0,2007012588361,51,87.0,130051,1,2,87.0,2,60,6,65,3,30,25500,0
6208631,6208631,2011,201101,881115,1348488.0,24.0,2011008811151,36,0.0,280036,1,2,18.0,2,37,8,81,3,30,5500,0
2314358,2314358,2007,200701,498966,1335855.0,26.0,2007004989661,19,0.0,100019,1,1,26.0,2,36,7,71,1,10,20000,0
1348572,1348572,2007,200701,71069,39580.0,11.0,2007000710691,6,0.0,50006,1,1,10.0,1,68,6,62,3,30,26200,0
10568425,10568425,2019,201901,53635,2019001271159.0,44.0,2019000536351,4,13.0,12304,1,2,36.0,2,61,8,81,3,30,8800,0
8260161,8260161,2015,201501,408022,67518.0,43.0,2015004080221,17,113.0,200017,1,1,43.0,1,66,10,101,3,30,70500,0
13492433,13492433,2019,201901,1341949,2019000823106.0,74.0,2019013419491,51,0.0,5102051,1,1,75.0,1,57,6,63,1,10,62000,0
10637908,10637908,2019,201901,92522,2019000063615.0,78.0,2019000925221,6,37.0,372306,1,1,78.0,1,32,3,30,1,10,30600,0
4326329,4326329,2011,201101,60364,823593.0,74.0,2011000603641,5,0.0,170005,1,3,58.0,2,19,6,63,3,30,0,0
10214716,10214716,2015,201501,1271663,68199.0,134.0,2015012716631,51,0.0,5930351,1,2,83.0,1,40,11,114,1,10,6000,0
5657805,5657805,2011,201101,638944,720612.0,90.0,2011006389441,26,81.0,140226,1,1,90.0,1,36,6,63,1,10,46000,0
3172364,3172364,2007,200701,894334,137563.0,153.0,2007008943341,37,0.0,270137,1,1,158.0,1,40,11,114,1,10,77000,0
7663565,7663565,2015,201501,150397,850802.0,36.0,2015001503971,6,81.0,810206,4,1,36.0,1,43,10,101,3,30,0,0
1977135,1977135,2007,200701,348764,112120.0,92.0,2007003487641,13,0.0,180013,1,2,148.0,2,57,11,114,1,10,40000,0
8128491,8128491,2015,201501,351629,25692.0,64.0,2015003516291,13,151.0,600213,1,2,74.0,1,54,6,63,3,30,0,0
8780075,8780075,2015,201501,641608,662771.0,86.0,2015006416081,26,99.0,300626,1,2,102.0,2,47,7,71,3,30,0,0
10661813,10661813,2019,201901,101488,2019000156661.0,67.0,2019001014881,6,37.0,375906,1,1,67.0,2,56,7,71,1,10,37800,0
5479769,5479769,2011,201101,559554,1215692.0,150.0,2011005595541,23,0.0,40023,1,1,151.0,1,65,2,26,2,20,0,1
9021104,9021104,2015,201501,749871,580447.0,60.0,2015007498711,32,3.0,40232,1,2,65.0,1,69,11,114,1,10,150300,0
2059061,2059061,2007,200701,385938,1322093.0,47.0,2007003859381,13,121.0,110513,1,2,79.0,1,23,6,65,1,10,22000,0
8634818,8634818,2015,201501,576224,654107.0,85.0,2015005762241,24,3.0,120124,1,4,92.0,2,15,3,30,0,0,0,0
1992189,1992189,2007,200701,355558,334894.0,66.0,2007003555581,13,0.0,10013,1,3,213.0,1,18,6,62,1,10,12000,0
4310882,4310882,2011,201101,53238,34705.0,47.0,2011000532381,5,0.0,130005,1,2,36.0,2,35,10,101,3,30,0,0
4812436,4812436,2011,201101,260039,13028.0,94.0,2011002600391,12,0.0,140012,1,1,95.0,1,77,0,2,3,30,17700,0
7571451,7571451,2015,201501,114072,479241.0,49.0,2015001140721,6,73.0,730106,4,1,49.0,1,23,6,63,1,14,23000,0
1471266,1471266,2007,200701,120944,521472.0,81.0,2007001209441,6,87.0,280106,1,2,99.0,1,44,10,101,1,10,35500,0
4541983,4541983,2011,201101,146831,827702.0,53.0,2011001468311,6,37.0,541306,1,2,51.0,1,71,10,101,1,12,18100,0
4100285,4100285,2007,200701,1318003,1213996.0,94.0,2007013180031,53,33.0,200453,1,1,93.0,1,46,2,21,1,12,32000,0
10646003,10646003,2019,201901,95581,2019000095367.0,58.0,2019000955811,6,37.0,373806,1,3,78.0,1,21,6,65,1,10,10250,0
7908522,7908522,2015,201501,250594,1171825.0,58.0,2015002505941,9,9.0,90309,1,1,58.0,2,22,8,81,1,10,22000,0
2847619,2847619,2007,200701,747648,853149.0,51.0,2007007476481,32,3.0,50132,1,1,50.0,2,70,6,62,1,10,31700,0
2263786,2263786,2007,200701,475715,944751.0,94.0,2007004757151,18,0.0,320018,1,4,68.0,1,38,6,62,1,10,1900,0
12997844,12997844,2019,201901,1129286,2019000872714.0,65.0,2019011292861,44,7.0,10144,1,1,65.0,2,63,8,81,1,10,21000,0
