OBJECTID,stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_route,routes,route_filter,route_sort,mode,direction,trips_wd,trips_sa,trips_su,trips_7d,svc_days,agency,feed_version,start_date,end_date,from_gtfs,change_log,comments,status_code,status_notes,status_start_date,status_end_date,GEOIDFQ,county,muni,hood,munihood_full,munihood_display,empty_feat,x,y,,,,,,,,Count,median_housing_cost,,,,,,
202706,E16030,7688,DALLAS AVE AT EDGERTON AVE,40.44764,-79.910896,E16030-67,67,67,67,BUS,OB,22,15,14,139,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031412003014,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.910896,40.44764,,,,,,,,,,,,,,,
202707,E16030,7688,DALLAS AVE AT EDGERTON AVE,40.44764,-79.910896,E16030-69,69,69,69,BUS,OB,22,0,0,110,WD,PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031412003014,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.910896,40.44764,,,,,,,,,,,,,,,
202708,E16030,7688,DALLAS AVE AT EDGERTON AVE,40.44764,-79.910896,E16030-74,74,74,74,BUS,IB,25,14,9,148,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031412003014,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.910896,40.44764,,,,,,,,,,,,,,,
202709,E16030,7688,DALLAS AVE AT EDGERTON AVE,40.44764,-79.910896,E16030,"67,69,74",All Routes,00,BUS,"IB,OB",69,29,23,397,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031412003014,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.910896,40.44764,,,,,,,,,,,,,,,
202710,E16070,7635,DALLAS AVE AT PENHAM PL,40.45113,-79.908455,E16070-67,67,67,67,BUS,IB,25,15,14,154,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031412003003,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.908455,40.45113,,,,,,,,,,,,,,,
202711,E16070,7635,DALLAS AVE AT PENHAM PL,40.45113,-79.908455,E16070-69,69,69,69,BUS,IB,22,0,0,110,WD,PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031412003003,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.908455,40.45113,,,,,,,,,,,,,,,
202712,E16070,7635,DALLAS AVE AT PENHAM PL,40.45113,-79.908455,E16070,"67,69",All Routes,00,BUS,IB,47,15,14,264,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031412003003,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.908455,40.45113,,,,,,,,,,,,,,,
202713,E16080,7691,DALLAS AVE AT PENN AVE,40.451229,-79.908302,E16080-67,67,67,67,BUS,OB,25,15,14,154,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031412003003,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.908302,40.451229,,,,,,,,,,,,,,,
202714,E16080,7691,DALLAS AVE AT PENN AVE,40.451229,-79.908302,E16080-69,69,69,69,BUS,OB,22,0,0,110,WD,PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031412003003,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.908302,40.451229,,,,,,,,,,,,,,,
202715,E16080,7691,DALLAS AVE AT PENN AVE,40.451229,-79.908302,E16080,"67,69",All Routes,00,BUS,OB,47,15,14,264,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031412003003,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.908302,40.451229,,,,,,,,,,,,,,,
202716,E16100,7637,DALLAS AVE AT REYNOLDS ST,40.448921,-79.910072,E16100-67,67,67,67,BUS,IB,27,15,14,164,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031404001006,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.910072,40.448921,,,,,,,,,,,,,,,
202717,E16110,7689,DALLAS AVE AT REYNOLDS ST,40.448649,-79.910179,E16110-67,67,67,67,BUS,OB,25,15,14,154,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031412003004,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.910179,40.448649,,,,,,,,,,,,,,,
202718,E16100,7637,DALLAS AVE AT REYNOLDS ST,40.448921,-79.910072,E16100-69,69,69,69,BUS,IB,22,0,0,110,WD,PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031404001006,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.910072,40.448921,,,,,,,,,,,,,,,
202719,E16110,7689,DALLAS AVE AT REYNOLDS ST,40.448649,-79.910179,E16110-69,69,69,69,BUS,OB,22,0,0,110,WD,PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031412003004,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.910179,40.448649,,,,,,,,,,,,,,,
202720,E16110,7689,DALLAS AVE AT REYNOLDS ST,40.448649,-79.910179,E16110-74,74,74,74,BUS,IB,25,14,9,148,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031412003004,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.910179,40.448649,,,,,,,,,,,,,,,
202721,E16100,7637,DALLAS AVE AT REYNOLDS ST,40.448921,-79.910072,E16100,"67,69",All Routes,00,BUS,IB,49,15,14,274,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031404001006,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.910072,40.448921,,,,,,,,,,,,,,,
202722,E16110,7689,DALLAS AVE AT REYNOLDS ST,40.448649,-79.910179,E16110,"67,69,74",All Routes,00,BUS,"IB,OB",72,29,23,412,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031412003004,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.910179,40.448649,,,,,,,,,,,,,,,
202723,E16020,7638,DALLAS AVE OPP EDGERTON AVE,40.447921,-79.910794,E16020-67,67,67,67,BUS,IB,27,15,14,164,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031404002000,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.910794,40.447921,,,,,,,,,,,,,,,
202724,E16020,7638,DALLAS AVE OPP EDGERTON AVE,40.447921,-79.910794,E16020-69,69,69,69,BUS,IB,22,0,0,110,WD,PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031404002000,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.910794,40.447921,,,,,,,,,,,,,,,
202725,E16020,7638,DALLAS AVE OPP EDGERTON AVE,40.447921,-79.910794,E16020-74,74,74,74,BUS,OB,25,14,9,148,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031404002000,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.910794,40.447921,,,,,,,,,,,,,,,
202726,E16020,7638,DALLAS AVE OPP EDGERTON AVE,40.447921,-79.910794,E16020,"67,69,74",All Routes,00,BUS,"IB,OB",74,29,23,422,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031404002000,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Point Breeze,"Point Breeze, Pittsburgh",Point Breeze,0,-79.910794,40.447921,,,,,,,,,,,,,,,
202727,E16160,7997,DARLINGTON RD AT BEACON ST,40.436193,-79.913774,E16160-65,65,65,65,BUS,"IB,OB",7,0,0,35,WD,PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031408002005,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Squirrel Hill South,"Squirrel Hill South, Pittsburgh",Squirrel Hill South,0,-79.913774,40.436193,,,,,,,,,,,,,,,
202728,E16160,7997,DARLINGTON RD AT BEACON ST,40.436193,-79.913774,E16160,65,All Routes,00,BUS,"IB,OB",7,0,0,35,WD,PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031408002005,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Squirrel Hill South,"Squirrel Hill South, Pittsburgh",Squirrel Hill South,0,-79.913774,40.436193,,,,,,,,,,,,,,,
202729,E70271,9022,DARRAGH ST AT FIFTH AVE,40.440692,-79.960497,E70271-81,81,81,81,BUS,OB,29,24,22,191,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030402002008,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",West Oakland,"West Oakland, Pittsburgh",West Oakland,0,-79.960497,40.440692,,,,,,,,,,,,,,,
202730,E70271,9022,DARRAGH ST AT FIFTH AVE,40.440692,-79.960497,E70271-83,83,83,83,BUS,OB,27,22,23,180,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030402002008,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",West Oakland,"West Oakland, Pittsburgh",West Oakland,0,-79.960497,40.440692,,,,,,,,,,,,,,,
202731,E70271,9022,DARRAGH ST AT FIFTH AVE,40.440692,-79.960497,E70271,"81,83",All Routes,00,BUS,OB,56,46,45,371,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030402002008,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",West Oakland,"West Oakland, Pittsburgh",West Oakland,0,-79.960497,40.440692,,,,,,,,,,,,,,,
202732,E16190,9021,DARRAGH ST OPP VICTORIA ST,40.441153,-79.961379,E16190-81,81,81,81,BUS,OB,29,24,22,191,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030402002008,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",West Oakland,"West Oakland, Pittsburgh",West Oakland,0,-79.961379,40.441153,,,,,,,,,,,,,,,
202733,E16190,9021,DARRAGH ST OPP VICTORIA ST,40.441153,-79.961379,E16190-83,83,83,83,BUS,OB,27,22,23,180,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030402002008,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",West Oakland,"West Oakland, Pittsburgh",West Oakland,0,-79.961379,40.441153,,,,,,,,,,,,,,,
202734,E16190,9021,DARRAGH ST OPP VICTORIA ST,40.441153,-79.961379,E16190,"81,83",All Routes,00,BUS,OB,56,46,45,371,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030402002008,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",West Oakland,"West Oakland, Pittsburgh",West Oakland,0,-79.961379,40.441153,,,,,,,,,,,,,,,
202735,E16270,8450,DEAN ST AT LARIMER AVE,40.469236,-79.905671,E16270-74,74,74,74,BUS,IB,25,14,9,148,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031203001009,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Lincoln-Lemington-Belmar,"Lincoln-Lemington-Belmar, Pittsburgh",Lincoln-Lemington-Belmar,0,-79.905671,40.469236,,,,,,,,,,,,,,,
202736,E16270,8450,DEAN ST AT LARIMER AVE,40.469236,-79.905671,E16270,74,All Routes,00,BUS,IB,25,14,9,148,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031203001009,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Lincoln-Lemington-Belmar,"Lincoln-Lemington-Belmar, Pittsburgh",Lincoln-Lemington-Belmar,0,-79.905671,40.469236,,,,,,,,,,,,,,,
202737,E16300,8398,DEAN ST AT PAULSON AVE,40.468033,-79.903725,E16300-74,74,74,74,BUS,OB,25,14,9,148,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031203001019,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Lincoln-Lemington-Belmar,"Lincoln-Lemington-Belmar, Pittsburgh",Lincoln-Lemington-Belmar,0,-79.903725,40.468033,,,,,,,,,,,,,,,
202738,E16300,8398,DEAN ST AT PAULSON AVE,40.468033,-79.903725,E16300,74,All Routes,00,BUS,OB,25,14,9,148,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420031203001019,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Lincoln-Lemington-Belmar,"Lincoln-Lemington-Belmar, Pittsburgh",Lincoln-Lemington-Belmar,0,-79.903725,40.468033,,,,,,,,,,,,,,,
202739,N70175,18803,DELAFIELD RD AT FOX CHAPEL RD,40.499128,-79.883898,N70175-91,91,91,91,BUS,IB,35,30,31,236,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034211004003,"Allegheny County, PA","O'Hara township (Allegheny, PA)",,"O'Hara twp, Allegheny County",O'Hara twp,0,-79.883898,40.499128,,,,,,,,,,,,,,,
202740,N70175,18803,DELAFIELD RD AT FOX CHAPEL RD,40.499128,-79.883898,N70175,91,All Routes,00,BUS,IB,35,30,31,236,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034211004003,"Allegheny County, PA","O'Hara township (Allegheny, PA)",,"O'Hara twp, Allegheny County",O'Hara twp,0,-79.883898,40.499128,,,,,,,,,,,,,,,
202741,N71186,19982,DELAFIELD RD OPP PATRIOT WAY,40.497126,-79.890987,N71186-91,91,91,91,BUS,OB,35,31,31,237,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034220003000,"Allegheny County, PA","Fox Chapel borough (Allegheny, PA)",,"Fox Chapel bgh, Allegheny County",Fox Chapel bgh,0,-79.890987,40.497126,,,,,,,,,,,,,,,
202742,N71186,19982,DELAFIELD RD OPP PATRIOT WAY,40.497126,-79.890987,N71186,91,All Routes,00,BUS,OB,35,31,31,237,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034220003000,"Allegheny County, PA","Fox Chapel borough (Allegheny, PA)",,"Fox Chapel bgh, Allegheny County",Fox Chapel bgh,0,-79.890987,40.497126,,,,,,,,,,,,,,,
202743,S70236,18673,DELWAR DR AT APPLEBEE'S DRVWY,40.348981,-79.947753,S70236,Y49,All Routes,00,BUS,OB,18,15,13,118,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034885003006,"Allegheny County, PA","West Mifflin borough (Allegheny, PA)",,"West Mifflin bgh, Allegheny County",West Mifflin bgh,0,-79.947753,40.348981,,,,,,,,,,,,,,,
202744,S70236,18673,DELWAR DR AT APPLEBEE'S DRVWY,40.348981,-79.947753,S70236-Y49,Y49,Y49,Y49,BUS,OB,18,15,13,118,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034885003006,"Allegheny County, PA","West Mifflin borough (Allegheny, PA)",,"West Mifflin bgh, Allegheny County",West Mifflin bgh,0,-79.947753,40.348981,,,,,,,,,,,,,,,
202745,S70235,18672,DELWAR DR AT RITTER ENGINEERING,40.350809,-79.950933,S70235,Y49,All Routes,00,BUS,OB,18,15,13,118,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034885003001,"Allegheny County, PA","West Mifflin borough (Allegheny, PA)",,"West Mifflin bgh, Allegheny County",West Mifflin bgh,0,-79.950933,40.350809,,,,,,,,,,,,,,,
202746,S70235,18672,DELWAR DR AT RITTER ENGINEERING,40.350809,-79.950933,S70235-Y49,Y49,Y49,Y49,BUS,OB,18,15,13,118,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034885003001,"Allegheny County, PA","West Mifflin borough (Allegheny, PA)",,"West Mifflin bgh, Allegheny County",West Mifflin bgh,0,-79.950933,40.350809,,,,,,,,,,,,,,,
202747,S70226,18667,DELWAR RD OPP APPLEBEE'S DRVWY,40.348943,-79.947573,S70226,Y49,All Routes,00,BUS,IB,18,15,13,118,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034885002004,"Allegheny County, PA","West Mifflin borough (Allegheny, PA)",,"West Mifflin bgh, Allegheny County",West Mifflin bgh,0,-79.947573,40.348943,,,,,,,,,,,,,,,
202748,S70226,18667,DELWAR RD OPP APPLEBEE'S DRVWY,40.348943,-79.947573,S70226-Y49,Y49,Y49,Y49,BUS,IB,18,15,13,118,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034885002004,"Allegheny County, PA","West Mifflin borough (Allegheny, PA)",,"West Mifflin bgh, Allegheny County",West Mifflin bgh,0,-79.947573,40.348943,,,,,,,,,,,,,,,
202749,S70227,18668,DELWAR RD OPP RITTER ENGINEERING,40.35083,-79.950821,S70227,Y49,All Routes,00,BUS,IB,18,15,13,118,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034885002002,"Allegheny County, PA","West Mifflin borough (Allegheny, PA)",,"West Mifflin bgh, Allegheny County",West Mifflin bgh,0,-79.950821,40.35083,,,,,,,,,,,,,,,
202750,S70227,18668,DELWAR RD OPP RITTER ENGINEERING,40.35083,-79.950821,S70227-Y49,Y49,Y49,Y49,BUS,IB,18,15,13,118,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034885002002,"Allegheny County, PA","West Mifflin borough (Allegheny, PA)",,"West Mifflin bgh, Allegheny County",West Mifflin bgh,0,-79.950821,40.35083,,,,,,,,,,,,,,,
202751,S14300,9846,DESIDERIO BLVD AT JEFFERSON DR,40.288758,-79.891315,S14300,Y46,All Routes,00,BUS,"IB,OB",25,16,14,155,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034929002000,"Allegheny County, PA","Clairton city (Allegheny, PA)",,"Clairton city, Allegheny County",Clairton city,0,-79.891315,40.288758,,,,,,,,,,,,,,,
202752,S14300,9846,DESIDERIO BLVD AT JEFFERSON DR,40.288758,-79.891315,S14300-Y46,Y46,Y46,Y46,BUS,"IB,OB",25,16,14,155,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034929002000,"Allegheny County, PA","Clairton city (Allegheny, PA)",,"Clairton city, Allegheny County",Clairton city,0,-79.891315,40.288758,,,,,,,,,,,,,,,
202753,S14320,9969,DESIDERIO BLVD AT SOLTIS DR,40.286547,-79.895825,S14320,Y46,All Routes,00,BUS,"IB,OB",25,16,14,155,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034929002003,"Allegheny County, PA","Clairton city (Allegheny, PA)",,"Clairton city, Allegheny County",Clairton city,0,-79.895825,40.286547,,,,,,,,,,,,,,,
202754,S14320,9969,DESIDERIO BLVD AT SOLTIS DR,40.286547,-79.895825,S14320-Y46,Y46,Y46,Y46,BUS,"IB,OB",25,16,14,155,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034929002003,"Allegheny County, PA","Clairton city (Allegheny, PA)",,"Clairton city, Allegheny County",Clairton city,0,-79.895825,40.286547,,,,,,,,,,,,,,,
202755,S14340,9968,DESIDERIO BLVD AT WASHINGTON AVE,40.286991,-79.894781,S14340,Y46,All Routes,00,BUS,"IB,OB",25,16,14,155,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034929002003,"Allegheny County, PA","Clairton city (Allegheny, PA)",,"Clairton city, Allegheny County",Clairton city,0,-79.894781,40.286991,,,,,,,,,,,,,,,
202756,S14340,9968,DESIDERIO BLVD AT WASHINGTON AVE,40.286991,-79.894781,S14340-Y46,Y46,Y46,Y46,BUS,"IB,OB",25,16,14,155,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034929002003,"Allegheny County, PA","Clairton city (Allegheny, PA)",,"Clairton city, Allegheny County",Clairton city,0,-79.894781,40.286991,,,,,,,,,,,,,,,
202757,S70638,22632,DESIDERIO BLVD OPP BAKER AVE,40.29061,-79.889808,S70638,Y46,All Routes,00,BUS,"IB,OB",25,16,14,155,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034929001016,"Allegheny County, PA","Clairton city (Allegheny, PA)",,"Clairton city, Allegheny County",Clairton city,0,-79.889808,40.29061,,,,,,,,,,,,,,,
202758,S70638,22632,DESIDERIO BLVD OPP BAKER AVE,40.29061,-79.889808,S70638-Y46,Y46,Y46,Y46,BUS,"IB,OB",25,16,14,155,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034929001016,"Allegheny County, PA","Clairton city (Allegheny, PA)",,"Clairton city, Allegheny County",Clairton city,0,-79.889808,40.29061,,,,,,,,,,,,,,,
202759,S14370,20275,DESIDERIO BLVD OPP JEFFERSON DR,40.288651,-79.891341,S14370,Y46,All Routes,00,BUS,"IB,OB",25,16,14,155,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034929001018,"Allegheny County, PA","Clairton city (Allegheny, PA)",,"Clairton city, Allegheny County",Clairton city,0,-79.891341,40.288651,,,,,,,,,,,,,,,
202760,S14370,20275,DESIDERIO BLVD OPP JEFFERSON DR,40.288651,-79.891341,S14370-Y46,Y46,Y46,Y46,BUS,"IB,OB",25,16,14,155,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034929001018,"Allegheny County, PA","Clairton city (Allegheny, PA)",,"Clairton city, Allegheny County",Clairton city,0,-79.891341,40.288651,,,,,,,,,,,,,,,
202761,S14380,9845,DESIDERIO BLVD OPP WASHINGTON AVE,40.286903,-79.894837,S14380,Y46,All Routes,00,BUS,"IB,OB",25,16,14,155,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034929001018,"Allegheny County, PA","Clairton city (Allegheny, PA)",,"Clairton city, Allegheny County",Clairton city,0,-79.894837,40.286903,,,,,,,,,,,,,,,
202762,S14380,9845,DESIDERIO BLVD OPP WASHINGTON AVE,40.286903,-79.894837,S14380-Y46,Y46,Y46,Y46,BUS,"IB,OB",25,16,14,155,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420034929001018,"Allegheny County, PA","Clairton city (Allegheny, PA)",,"Clairton city, Allegheny County",Clairton city,0,-79.894837,40.286903,,,,,,,,,,,,,,,
202763,E16470,9028,DESOTO ST AT O'HARA ST,40.443129,-79.959714,E16470-81,81,81,81,BUS,IB,29,24,22,191,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030402002000,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",West Oakland,"West Oakland, Pittsburgh",West Oakland,0,-79.959714,40.443129,,,,,,,,,,,,,,,
202764,E16470,9028,DESOTO ST AT O'HARA ST,40.443129,-79.959714,E16470-83,83,83,83,BUS,IB,27,22,23,180,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030402002000,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",West Oakland,"West Oakland, Pittsburgh",West Oakland,0,-79.959714,40.443129,,,,,,,,,,,,,,,
